"keys","vals"
"bump",0.0194805194805195
"bumper",0.0272727272727273
"bunch",0.00431034482758621
"bunny",0.00757575757575758
"burden",0.0159574468085106
"bureau",0.00460122699386503
"burger",0.035
"burgers",0.00721153846153846
"burglary",0.0138888888888889
"buried",0.0280373831775701
"burn",0.0254854368932039
"burned",0.0271084337349398
"burning",0.0141509433962264
"burns",0.0153061224489796
"burnt",0.0138888888888889
"burst",0.02
"bus",0.0277777777777778
"buses",0.009375
"bush",0.0161290322580645
"business",0.018651832460733
"businesses",0.0141843971631206
"businessman",0.0138888888888889
"bust",0.0192307692307692
"busy",0.0226377952755906
"but",0.0080650417101147
"butler",0.00728155339805825
"butt",0.0110837438423645
"butter",0.0139211136890951
"butterflies",0.0120967741935484
"butterfly",0.0076530612244898
"button",0.0173076923076923
"buttons",0.01
"buy",0.0195369030390738
"buyer",0.0102739726027397
"buyers",0.0346153846153846
"buying",0.0234375
"buys",0.0272727272727273
"buzz",0.0254237288135593
"by",0.0144216399322507
"bye",0.0056390977443609
"c",0.00644171779141104
"ca",0.00510204081632653
"cab",0.0077319587628866
"cabbage",0.0120967741935484
"cabin",0.0178571428571429
"cabinet",0.00824175824175824
"cable",0.0170454545454545
"cafe",0.0142585551330798
"cage",0.0559701492537313
"cain",0.0115384615384615
"cake",0.0152801358234295
"cakes",0.0135135135135135
"cal",0.0077319587628866
"calendar",0.0201342281879195
"calif",0.0075
"california",0.0144230769230769
"californias",0.0107142857142857
"call",0.0129699248120301
"called",0.0110198789974071
"calling",0.0234806629834254
"calls",0.0210176991150442
"calm",0.0220588235294118
"calories",0.0194300518134715
"cam",0.0101351351351351
"came",0.0114320096269555
"camera",0.0225
"cameras",0.0157342657342657
"cameron",0.0241935483870968
"camp",0.025609756097561
"campaign",0.0199421965317919
"campaigns",0.0075
"campbell",0.00619834710743802
"camping",0.0277777777777778
"camps",0.00925925925925926
"campus",0.0239825581395349
"can",0.0165177146504947
"canada",0.0238095238095238
"canadian",0.00493421052631579
"canal",0.0127118644067797
"canceled",0.00903614457831325
"cancelled",0.0234375
"cancer",0.0269886363636364
"candidate",0.0189274447949527
"candidates",0.0142405063291139
"candle",0.0129310344827586
"candles",0.0208333333333333
"candy",0.0183673469387755
"canned",0.0111940298507463
"cannot",0.0223048327137546
"cans",0.0125
"cant",0.0147887323943662
"canvas",0.0110294117647059
"canyon",0.0126050420168067
"cap",0.0296610169491525
"capable",0.00416666666666667
"capacity",0.0251677852348993
"cape",0.0244565217391304
"capital",0.021551724137931
"capitol",0.0238095238095238
"caps",0.00967741935483871
"captain",0.0108695652173913
"capture",0.0178571428571429
"captured",0.0157894736842105
"car",0.0233936369307548
"caramel",0.00892857142857143
"carbon",0.0105633802816901
"card",0.012906309751434
